indicator_data_id,indicator_id,name,measure,year_description,data_valuemessage
131796,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.6
131797,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.5
131798,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.7
131799,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,26.7
131800,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,26.3
131801,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.7
131802,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.1
131803,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,26.1
131804,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,26.4
131805,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.0
131806,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.7
131807,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.1
131808,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.1
131809,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,29.0
131810,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.0
131811,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.4
131812,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,26.6
131813,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,25.9
131814,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,25.4
131815,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,25.7
131816,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,24.4
131817,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,23.0
131818,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,21.3
131819,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,19.3
131820,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,23.8
131821,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,23.9
131822,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,22.7
131823,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.6
131824,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.3
131825,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.6
131826,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.5
131827,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.9
131828,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.0
131829,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.4
131830,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,27.8
131831,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,28.7
131832,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,30.5
131833,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,29.2
131834,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,29.4
131835,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,30.3
131836,666,Neighborhood Air Quality Concentrations- Ozone (O3),Average Concentration,Annual Average 2009-2010,30.3
134822,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,6.5
134823,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.6
134824,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,7.1
134825,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.4
134826,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.0
134821,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.7
134779,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,5.4
134780,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.8
134781,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,9.1
134782,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.8
134783,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,9.3
134784,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,7.5
134785,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.8
134786,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.2
134787,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.3
134788,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.1
134789,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.5
134790,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.4
134791,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.0
134792,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.2
134793,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.8
134794,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.3
134795,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.9
134796,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.3
134797,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,9.1
134798,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,6.7
134799,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,6.7
134800,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,8.2
134801,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,10.3
134802,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,6.1
134803,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,8.5
134804,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,5.7
134805,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,6.4
134806,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.6
134807,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,5.3
134808,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,4.4
134809,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.1
134810,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.8
134811,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.7
134812,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.9
134813,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.3
134814,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,3.0
134815,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.6
134816,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.6
134817,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.2
134818,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,2.3
134819,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,1.8
134820,667,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),Average Concentration,2-Year Winter Average 2009-2010,1.8
131310,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,89.6
131070,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,136.1
131311,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,47.8
131071,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,79.0
131312,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,43.8
131072,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,120.1
131313,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,23.5
131073,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,65.7
131314,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,28.4
131074,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,49.9
151522,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,79.8
151474,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,146.7
151523,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,54.0
151475,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,101.0
151524,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,43.2
151476,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,135.7
151525,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,27.0
151477,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,84.1
151526,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,37.9
151478,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,67.9
131309,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,45.4
131069,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,91.3
151521,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,47.4
151473,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,108.6
131267,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,30.1
131027,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,68.3
131268,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,58.3
131028,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,114.5
131269,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,84.1
131029,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,115.8
131270,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,64.8
131030,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,114.6
131271,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,138.6
131031,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,159.6
131272,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,124.0
131032,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,171.2
131273,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,130.1
131033,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,169.4
131274,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,27.0
131034,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,42.7
131275,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,51.4
131035,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,77.1
131276,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,98.5
131036,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,155.7
131277,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,86.4
131037,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,136.8
131278,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,40.5
131038,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,37.7
131279,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,11.6
131039,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,12.4
131280,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,49.8
131040,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,93.5
131281,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,38.3
131041,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,79.4
131282,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,12.9
131042,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,16.9
131283,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,22.6
131043,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,33.4
131284,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,98.3
131044,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,138.7
131285,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,46.8
131045,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,110.4
131286,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,156.1
131046,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,292.5
131287,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,143.9
131047,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,224.8
131288,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,24.3
131048,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,80.5
131289,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,8.5
131049,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,30.0
131290,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,28.6
131050,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,97.8
131291,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,19.6
131051,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,42.4
131292,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,9.1
131052,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,19.9
131293,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,35.0
131053,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,85.8
131294,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,26.9
131054,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,57.2
131295,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,12.5
131055,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,47.4
131296,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,17.3
131056,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,61.5
131297,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,11.3
131057,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,38.8
131298,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,7.5
131058,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,23.4
131299,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,16.2
131059,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,40.4
131300,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,21.1
131060,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,49.7
131301,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,27.0
131061,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,63.5
131302,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,47.7
131062,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,103.9
131303,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,29.7
131063,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,72.9
131304,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,58.8
131064,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,135.2
131305,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,57.9
131065,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,92.9
131306,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,39.8
131066,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,73.2
131307,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,16.2
131067,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,28.0
131308,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2005-2007,16.3
131068,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2005-2007,23.6
151479,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,26.5
151431,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,66.2
151480,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,42.2
151432,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,79.3
151481,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,73.6
151433,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,125.0
151482,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,58.1
151434,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,116.0
151483,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,127.4
151435,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,183.9
151484,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,113.1
151436,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,202.0
151485,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,119.1
151437,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,206.3
151486,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,26.9
151438,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,58.6
151487,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,43.5
151439,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,95.3
151488,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,105.4
151440,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,191.4
151489,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,95.0
151441,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,164.0
151490,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,39.1
151442,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,59.5
151491,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,15.4
151443,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,22.7
151492,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,65.9
151444,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,129.2
151493,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,49.8
151445,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,97.7
151494,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,13.7
151446,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,24.9
151495,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,24.0
151447,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,42.3
151496,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,113.7
151448,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,185.8
151497,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,41.7
151449,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,130.2
151498,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,130.4
151450,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,269.9
151499,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,135.2
151451,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,276.0
151500,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,24.1
151452,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,69.8
151501,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,9.3
151453,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,35.4
151502,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,24.6
151454,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,91.6
151503,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,19.6
151455,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,70.0
151504,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,8.9
151456,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,24.2
151505,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,42.5
151457,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,144.0
151506,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,27.0
151458,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,56.8
151507,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,27.1
151459,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,75.0
151508,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,16.1
151460,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,72.4
151509,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,10.5
151461,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,40.0
151510,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,7.8
151462,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,27.5
151511,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,16.6
151463,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,56.3
151512,659,O3-Attributable Asthma ED Visits,Rate- 18 Yrs and Older,2009-2011,20.7
151464,653,O3-Attributable Asthma ED Visits,Rate- Children 0 to 17 Yrs Old,2009-2011,60.9
