indicator_data_id,geo_type_name,geo_entity_id,geo_entity_name
130508,UHF42,209,Bensonhurst - Bay Ridge
130509,UHF42,210,Coney Island - Sheepshead Bay
130510,UHF42,211,Williamsburg - Bushwick
130511,UHF42,301,Washington Heights
130512,UHF42,302,Central Harlem - Morningside Heights
130513,UHF42,303,East Harlem
130514,UHF42,304,Upper West Side
130515,UHF42,305,Upper East Side
130516,UHF42,306,Chelsea - Clinton
130517,UHF42,307,Gramercy Park - Murray Hill
130518,UHF42,308,Greenwich Village - SoHo
130519,UHF42,309,Union Square - Lower East Side
130520,UHF42,310,Lower Manhattan
130521,UHF42,401,Long Island City - Astoria
130522,UHF42,402,West Queens
130523,UHF42,403,Flushing - Clearview
130524,UHF42,404,Bayside - Little Neck
130525,UHF42,405,Ridgewood - Forest Hills
130526,UHF42,406,Fresh Meadows
130527,UHF42,407,Southwest Queens
130528,UHF42,408,Jamaica
130529,UHF42,409,Southeast Queens
130530,UHF42,410,Rockaways
130531,UHF42,501,Port Richmond
130532,UHF42,502,Stapleton - St. George
130533,UHF42,503,Willowbrook
130534,UHF42,504,South Beach - Tottenville
130488,Borough,1,Bronx
130489,Borough,2,Brooklyn
130490,Borough,3,Manhattan
130491,Borough,4,Queens
130492,Borough,5,Staten Island
130487,Citywide,1,New York City
130445,UHF42,101,Kingsbridge - Riverdale
130446,UHF42,102,Northeast Bronx
130447,UHF42,103,Fordham - Bronx Pk
130448,UHF42,104,Pelham - Throgs Neck
130449,UHF42,105,Crotona -Tremont
130450,UHF42,106,High Bridge - Morrisania
130451,UHF42,107,Hunts Point - Mott Haven
130452,UHF42,201,Greenpoint
130453,UHF42,202,Downtown - Heights - Slope
130454,UHF42,203,Bedford Stuyvesant - Crown Heights
130455,UHF42,204,East New York
130456,UHF42,205,Sunset Park
130457,UHF42,206,Borough Park
130458,UHF42,207,East Flatbush - Flatbush
130459,UHF42,208,Canarsie - Flatlands
130460,UHF42,209,Bensonhurst - Bay Ridge
130461,UHF42,210,Coney Island - Sheepshead Bay
130462,UHF42,211,Williamsburg - Bushwick
130463,UHF42,301,Washington Heights
130464,UHF42,302,Central Harlem - Morningside Heights
130465,UHF42,303,East Harlem
130466,UHF42,304,Upper West Side
130467,UHF42,305,Upper East Side
130468,UHF42,306,Chelsea - Clinton
130469,UHF42,307,Gramercy Park - Murray Hill
130470,UHF42,308,Greenwich Village - SoHo
130471,UHF42,309,Union Square - Lower East Side
130472,UHF42,310,Lower Manhattan
130473,UHF42,401,Long Island City - Astoria
130474,UHF42,402,West Queens
130475,UHF42,403,Flushing - Clearview
130476,UHF42,404,Bayside - Little Neck
130477,UHF42,405,Ridgewood - Forest Hills
130478,UHF42,406,Fresh Meadows
130479,UHF42,407,Southwest Queens
130480,UHF42,408,Jamaica
130481,UHF42,409,Southeast Queens
130482,UHF42,410,Rockaways
130483,UHF42,501,Port Richmond
130484,UHF42,502,Stapleton - St. George
130485,UHF42,503,Willowbrook
130486,UHF42,504,South Beach - Tottenville
130440,Borough,1,Bronx
130441,Borough,2,Brooklyn
130442,Borough,3,Manhattan
130443,Borough,4,Queens
130444,Borough,5,Staten Island
130439,Citywide,1,New York City
130397,UHF42,101,Kingsbridge - Riverdale
130398,UHF42,102,Northeast Bronx
130399,UHF42,103,Fordham - Bronx Pk
130400,UHF42,104,Pelham - Throgs Neck
130401,UHF42,105,Crotona -Tremont
130402,UHF42,106,High Bridge - Morrisania
130403,UHF42,107,Hunts Point - Mott Haven
130404,UHF42,201,Greenpoint
130405,UHF42,202,Downtown - Heights - Slope
130406,UHF42,203,Bedford Stuyvesant - Crown Heights
130407,UHF42,204,East New York
130408,UHF42,205,Sunset Park
130409,UHF42,206,Borough Park
130410,UHF42,207,East Flatbush - Flatbush
130411,UHF42,208,Canarsie - Flatlands
130412,UHF42,209,Bensonhurst - Bay Ridge
130413,UHF42,210,Coney Island - Sheepshead Bay
130414,UHF42,211,Williamsburg - Bushwick
130415,UHF42,301,Washington Heights
130416,UHF42,302,Central Harlem - Morningside Heights
130417,UHF42,303,East Harlem
130418,UHF42,304,Upper West Side
130419,UHF42,305,Upper East Side
130420,UHF42,306,Chelsea - Clinton
130421,UHF42,307,Gramercy Park - Murray Hill
130422,UHF42,308,Greenwich Village - SoHo
130423,UHF42,309,Union Square - Lower East Side
130424,UHF42,310,Lower Manhattan
130425,UHF42,401,Long Island City - Astoria
130426,UHF42,402,West Queens
130427,UHF42,403,Flushing - Clearview
130428,UHF42,404,Bayside - Little Neck
130429,UHF42,405,Ridgewood - Forest Hills
130430,UHF42,406,Fresh Meadows
130431,UHF42,407,Southwest Queens
130432,UHF42,408,Jamaica
130433,UHF42,409,Southeast Queens
130434,UHF42,410,Rockaways
130435,UHF42,501,Port Richmond
130436,UHF42,502,Stapleton - St. George
130437,UHF42,503,Willowbrook
130438,UHF42,504,South Beach - Tottenville
131694,Borough,1,Bronx
131695,Borough,2,Brooklyn
131696,Borough,3,Manhattan
131697,Borough,4,Queens
131698,Borough,5,Staten Island
131693,Citywide,1,New York City
131651,UHF42,101,Kingsbridge - Riverdale
131652,UHF42,102,Northeast Bronx
131653,UHF42,103,Fordham - Bronx Pk
131654,UHF42,104,Pelham - Throgs Neck
131655,UHF42,105,Crotona -Tremont
131656,UHF42,106,High Bridge - Morrisania
131657,UHF42,107,Hunts Point - Mott Haven
131658,UHF42,201,Greenpoint
131659,UHF42,202,Downtown - Heights - Slope
131660,UHF42,203,Bedford Stuyvesant - Crown Heights
131661,UHF42,204,East New York
131662,UHF42,205,Sunset Park
131663,UHF42,206,Borough Park
131664,UHF42,207,East Flatbush - Flatbush
131665,UHF42,208,Canarsie - Flatlands
131666,UHF42,209,Bensonhurst - Bay Ridge
131667,UHF42,210,Coney Island - Sheepshead Bay
131668,UHF42,211,Williamsburg - Bushwick
131669,UHF42,301,Washington Heights
131610,UHF42,201,Greenpoint
131670,UHF42,302,Central Harlem - Morningside Heights
131671,UHF42,303,East Harlem
131672,UHF42,304,Upper West Side
131673,UHF42,305,Upper East Side
131674,UHF42,306,Chelsea - Clinton
131675,UHF42,307,Gramercy Park - Murray Hill
131676,UHF42,308,Greenwich Village - SoHo
131677,UHF42,309,Union Square - Lower East Side
131678,UHF42,310,Lower Manhattan
131679,UHF42,401,Long Island City - Astoria
131680,UHF42,402,West Queens
131681,UHF42,403,Flushing - Clearview
131682,UHF42,404,Bayside - Little Neck
131683,UHF42,405,Ridgewood - Forest Hills
131684,UHF42,406,Fresh Meadows
131685,UHF42,407,Southwest Queens
131686,UHF42,408,Jamaica
131687,UHF42,409,Southeast Queens
131688,UHF42,410,Rockaways
131689,UHF42,501,Port Richmond
131690,UHF42,502,Stapleton - St. George
131691,UHF42,503,Willowbrook
131692,UHF42,504,South Beach - Tottenville
131646,Borough,1,Bronx
131647,Borough,2,Brooklyn
131648,Borough,3,Manhattan
131649,Borough,4,Queens
131650,Borough,5,Staten Island
131645,Citywide,1,New York City
131603,UHF42,101,Kingsbridge - Riverdale
131604,UHF42,102,Northeast Bronx
131605,UHF42,103,Fordham - Bronx Pk
131606,UHF42,104,Pelham - Throgs Neck
131607,UHF42,105,Crotona -Tremont
131608,UHF42,106,High Bridge - Morrisania
131609,UHF42,107,Hunts Point - Mott Haven
131611,UHF42,202,Downtown - Heights - Slope
131612,UHF42,203,Bedford Stuyvesant - Crown Heights
131613,UHF42,204,East New York
131614,UHF42,205,Sunset Park
131615,UHF42,206,Borough Park
131616,UHF42,207,East Flatbush - Flatbush
131617,UHF42,208,Canarsie - Flatlands
131618,UHF42,209,Bensonhurst - Bay Ridge
131619,UHF42,210,Coney Island - Sheepshead Bay
131620,UHF42,211,Williamsburg - Bushwick
131621,UHF42,301,Washington Heights
131622,UHF42,302,Central Harlem - Morningside Heights
131623,UHF42,303,East Harlem
131624,UHF42,304,Upper West Side
131625,UHF42,305,Upper East Side
131626,UHF42,306,Chelsea - Clinton
131627,UHF42,307,Gramercy Park - Murray Hill
131628,UHF42,308,Greenwich Village - SoHo
131629,UHF42,309,Union Square - Lower East Side
131630,UHF42,310,Lower Manhattan
131631,UHF42,401,Long Island City - Astoria
131632,UHF42,402,West Queens
131633,UHF42,403,Flushing - Clearview
131634,UHF42,404,Bayside - Little Neck
131635,UHF42,405,Ridgewood - Forest Hills
131636,UHF42,406,Fresh Meadows
131637,UHF42,407,Southwest Queens
131638,UHF42,408,Jamaica
131639,UHF42,409,Southeast Queens
131640,UHF42,410,Rockaways
131641,UHF42,501,Port Richmond
131642,UHF42,502,Stapleton - St. George
131643,UHF42,503,Willowbrook
131644,UHF42,504,South Beach - Tottenville
131742,Borough,1,Bronx
131743,Borough,2,Brooklyn
131744,Borough,3,Manhattan
131745,Borough,4,Queens
131746,Borough,5,Staten Island
131741,Citywide,1,New York City
131699,UHF42,101,Kingsbridge - Riverdale
131700,UHF42,102,Northeast Bronx
131701,UHF42,103,Fordham - Bronx Pk
131702,UHF42,104,Pelham - Throgs Neck
131703,UHF42,105,Crotona -Tremont
131704,UHF42,106,High Bridge - Morrisania
131705,UHF42,107,Hunts Point - Mott Haven
131706,UHF42,201,Greenpoint
131707,UHF42,202,Downtown - Heights - Slope
131708,UHF42,203,Bedford Stuyvesant - Crown Heights
131709,UHF42,204,East New York
131710,UHF42,205,Sunset Park
131711,UHF42,206,Borough Park
131712,UHF42,207,East Flatbush - Flatbush
131713,UHF42,208,Canarsie - Flatlands
131714,UHF42,209,Bensonhurst - Bay Ridge
131715,UHF42,210,Coney Island - Sheepshead Bay
131716,UHF42,211,Williamsburg - Bushwick
131717,UHF42,301,Washington Heights
131718,UHF42,302,Central Harlem - Morningside Heights
131719,UHF42,303,East Harlem
131720,UHF42,304,Upper West Side
131721,UHF42,305,Upper East Side
131722,UHF42,306,Chelsea - Clinton
131723,UHF42,307,Gramercy Park - Murray Hill
131724,UHF42,308,Greenwich Village - SoHo
131725,UHF42,309,Union Square - Lower East Side
131726,UHF42,310,Lower Manhattan
131727,UHF42,401,Long Island City - Astoria
131728,UHF42,402,West Queens
131729,UHF42,403,Flushing - Clearview
131730,UHF42,404,Bayside - Little Neck
131731,UHF42,405,Ridgewood - Forest Hills
131732,UHF42,406,Fresh Meadows
131733,UHF42,407,Southwest Queens
131734,UHF42,408,Jamaica
131735,UHF42,409,Southeast Queens
131736,UHF42,410,Rockaways
131737,UHF42,501,Port Richmond
131738,UHF42,502,Stapleton - St. George
131739,UHF42,503,Willowbrook
131740,UHF42,504,South Beach - Tottenville
131790,Borough,1,Bronx
131791,Borough,2,Brooklyn
131792,Borough,3,Manhattan
131793,Borough,4,Queens
131794,Borough,5,Staten Island
131789,Citywide,1,New York City
131747,UHF42,101,Kingsbridge - Riverdale
131748,UHF42,102,Northeast Bronx
131749,UHF42,103,Fordham - Bronx Pk
131750,UHF42,104,Pelham - Throgs Neck
131751,UHF42,105,Crotona -Tremont
131752,UHF42,106,High Bridge - Morrisania
131753,UHF42,107,Hunts Point - Mott Haven
131754,UHF42,201,Greenpoint
131755,UHF42,202,Downtown - Heights - Slope
131756,UHF42,203,Bedford Stuyvesant - Crown Heights
131757,UHF42,204,East New York
131758,UHF42,205,Sunset Park
131759,UHF42,206,Borough Park
131760,UHF42,207,East Flatbush - Flatbush
131761,UHF42,208,Canarsie - Flatlands
131762,UHF42,209,Bensonhurst - Bay Ridge
131763,UHF42,210,Coney Island - Sheepshead Bay
131764,UHF42,211,Williamsburg - Bushwick
131765,UHF42,301,Washington Heights
131766,UHF42,302,Central Harlem - Morningside Heights
131767,UHF42,303,East Harlem
131768,UHF42,304,Upper West Side
131769,UHF42,305,Upper East Side
131770,UHF42,306,Chelsea - Clinton
131771,UHF42,307,Gramercy Park - Murray Hill
131772,UHF42,308,Greenwich Village - SoHo
131773,UHF42,309,Union Square - Lower East Side
131774,UHF42,310,Lower Manhattan
131775,UHF42,401,Long Island City - Astoria
131776,UHF42,402,West Queens
131777,UHF42,403,Flushing - Clearview
131778,UHF42,404,Bayside - Little Neck
131779,UHF42,405,Ridgewood - Forest Hills
131780,UHF42,406,Fresh Meadows
131781,UHF42,407,Southwest Queens
131782,UHF42,408,Jamaica
131783,UHF42,409,Southeast Queens
131784,UHF42,410,Rockaways
131785,UHF42,501,Port Richmond
131786,UHF42,502,Stapleton - St. George
131787,UHF42,503,Willowbrook
131788,UHF42,504,South Beach - Tottenville
131838,Borough,1,Bronx
131839,Borough,2,Brooklyn
131840,Borough,3,Manhattan
131841,Borough,4,Queens
131842,Borough,5,Staten Island
131837,Citywide,1,New York City
131795,UHF42,101,Kingsbridge - Riverdale
131796,UHF42,102,Northeast Bronx
131797,UHF42,103,Fordham - Bronx Pk
131798,UHF42,104,Pelham - Throgs Neck
131799,UHF42,105,Crotona -Tremont
131800,UHF42,106,High Bridge - Morrisania
131801,UHF42,107,Hunts Point - Mott Haven
131802,UHF42,201,Greenpoint
131803,UHF42,202,Downtown - Heights - Slope
131804,UHF42,203,Bedford Stuyvesant - Crown Heights
131805,UHF42,204,East New York
131806,UHF42,205,Sunset Park
131807,UHF42,206,Borough Park
131808,UHF42,207,East Flatbush - Flatbush
131809,UHF42,208,Canarsie - Flatlands
131810,UHF42,209,Bensonhurst - Bay Ridge
131811,UHF42,210,Coney Island - Sheepshead Bay
131812,UHF42,211,Williamsburg - Bushwick
131813,UHF42,301,Washington Heights
131814,UHF42,302,Central Harlem - Morningside Heights
131815,UHF42,303,East Harlem
131816,UHF42,304,Upper West Side
131817,UHF42,305,Upper East Side
131818,UHF42,306,Chelsea - Clinton
131819,UHF42,307,Gramercy Park - Murray Hill
131820,UHF42,308,Greenwich Village - SoHo
131821,UHF42,309,Union Square - Lower East Side
131822,UHF42,310,Lower Manhattan
131823,UHF42,401,Long Island City - Astoria
131824,UHF42,402,West Queens
131825,UHF42,403,Flushing - Clearview
131826,UHF42,404,Bayside - Little Neck
131827,UHF42,405,Ridgewood - Forest Hills
131828,UHF42,406,Fresh Meadows
131829,UHF42,407,Southwest Queens
131830,UHF42,408,Jamaica
131831,UHF42,409,Southeast Queens
131832,UHF42,410,Rockaways
131833,UHF42,501,Port Richmond
131834,UHF42,502,Stapleton - St. George
131835,UHF42,503,Willowbrook
131836,UHF42,504,South Beach - Tottenville
134822,Borough,1,Bronx
134823,Borough,2,Brooklyn
134824,Borough,3,Manhattan
134825,Borough,4,Queens
134826,Borough,5,Staten Island
134821,Citywide,1,New York City
134779,UHF42,101,Kingsbridge - Riverdale
134780,UHF42,102,Northeast Bronx
134781,UHF42,103,Fordham - Bronx Pk
134782,UHF42,104,Pelham - Throgs Neck
134783,UHF42,105,Crotona -Tremont
134784,UHF42,106,High Bridge - Morrisania
134785,UHF42,107,Hunts Point - Mott Haven
134786,UHF42,201,Greenpoint
134787,UHF42,202,Downtown - Heights - Slope
134788,UHF42,203,Bedford Stuyvesant - Crown Heights
134789,UHF42,204,East New York
134790,UHF42,205,Sunset Park
134791,UHF42,206,Borough Park
134792,UHF42,207,East Flatbush - Flatbush
134793,UHF42,208,Canarsie - Flatlands
134794,UHF42,209,Bensonhurst - Bay Ridge
134795,UHF42,210,Coney Island - Sheepshead Bay
134796,UHF42,211,Williamsburg - Bushwick
134797,UHF42,301,Washington Heights
134798,UHF42,302,Central Harlem - Morningside Heights
134799,UHF42,303,East Harlem
134800,UHF42,304,Upper West Side
134801,UHF42,305,Upper East Side
134802,UHF42,306,Chelsea - Clinton
134803,UHF42,307,Gramercy Park - Murray Hill
134804,UHF42,308,Greenwich Village - SoHo
134805,UHF42,309,Union Square - Lower East Side
134806,UHF42,310,Lower Manhattan
134807,UHF42,401,Long Island City - Astoria
134808,UHF42,402,West Queens
134809,UHF42,403,Flushing - Clearview
134810,UHF42,404,Bayside - Little Neck
134811,UHF42,405,Ridgewood - Forest Hills
134812,UHF42,406,Fresh Meadows
134813,UHF42,407,Southwest Queens
134814,UHF42,408,Jamaica
134815,UHF42,409,Southeast Queens
134816,UHF42,410,Rockaways
134817,UHF42,501,Port Richmond
134818,UHF42,502,Stapleton - St. George
134819,UHF42,503,Willowbrook
134820,UHF42,504,South Beach - Tottenville
131310,Borough,1,Bronx
131070,Borough,1,Bronx
131311,Borough,2,Brooklyn
131071,Borough,2,Brooklyn
131312,Borough,3,Manhattan
131072,Borough,3,Manhattan
131313,Borough,4,Queens
131073,Borough,4,Queens
131314,Borough,5,Staten Island
131074,Borough,5,Staten Island
151522,Borough,1,Bronx
151474,Borough,1,Bronx
151523,Borough,2,Brooklyn
151475,Borough,2,Brooklyn
151524,Borough,3,Manhattan
151476,Borough,3,Manhattan
151525,Borough,4,Queens
151477,Borough,4,Queens
151526,Borough,5,Staten Island
151478,Borough,5,Staten Island
131309,Citywide,1,New York City
131069,Citywide,1,New York City
151521,Citywide,1,New York City
151473,Citywide,1,New York City
131267,UHF42,101,Kingsbridge - Riverdale
131027,UHF42,101,Kingsbridge - Riverdale
131268,UHF42,102,Northeast Bronx
131028,UHF42,102,Northeast Bronx
131269,UHF42,103,Fordham - Bronx Pk
131029,UHF42,103,Fordham - Bronx Pk
131270,UHF42,104,Pelham - Throgs Neck
131030,UHF42,104,Pelham - Throgs Neck
131271,UHF42,105,Crotona -Tremont
131031,UHF42,105,Crotona -Tremont
131272,UHF42,106,High Bridge - Morrisania
131032,UHF42,106,High Bridge - Morrisania
131273,UHF42,107,Hunts Point - Mott Haven
131033,UHF42,107,Hunts Point - Mott Haven
131274,UHF42,201,Greenpoint
131034,UHF42,201,Greenpoint
131275,UHF42,202,Downtown - Heights - Slope
131035,UHF42,202,Downtown - Heights - Slope
131276,UHF42,203,Bedford Stuyvesant - Crown Heights
131036,UHF42,203,Bedford Stuyvesant - Crown Heights
131277,UHF42,204,East New York
131037,UHF42,204,East New York
131278,UHF42,205,Sunset Park
131038,UHF42,205,Sunset Park
131279,UHF42,206,Borough Park
131039,UHF42,206,Borough Park
131280,UHF42,207,East Flatbush - Flatbush
131040,UHF42,207,East Flatbush - Flatbush
131281,UHF42,208,Canarsie - Flatlands
131041,UHF42,208,Canarsie - Flatlands
131282,UHF42,209,Bensonhurst - Bay Ridge
131042,UHF42,209,Bensonhurst - Bay Ridge
131283,UHF42,210,Coney Island - Sheepshead Bay
131043,UHF42,210,Coney Island - Sheepshead Bay
131284,UHF42,211,Williamsburg - Bushwick
131044,UHF42,211,Williamsburg - Bushwick
131285,UHF42,301,Washington Heights
131045,UHF42,301,Washington Heights
131286,UHF42,302,Central Harlem - Morningside Heights
131046,UHF42,302,Central Harlem - Morningside Heights
131287,UHF42,303,East Harlem
131047,UHF42,303,East Harlem
131288,UHF42,304,Upper West Side
131048,UHF42,304,Upper West Side
131289,UHF42,305,Upper East Side
131049,UHF42,305,Upper East Side
131290,UHF42,306,Chelsea - Clinton
131050,UHF42,306,Chelsea - Clinton
131291,UHF42,307,Gramercy Park - Murray Hill
131051,UHF42,307,Gramercy Park - Murray Hill
131292,UHF42,308,Greenwich Village - SoHo
131052,UHF42,308,Greenwich Village - SoHo
131293,UHF42,309,Union Square - Lower East Side
131053,UHF42,309,Union Square - Lower East Side
131294,UHF42,310,Lower Manhattan
131054,UHF42,310,Lower Manhattan
131295,UHF42,401,Long Island City - Astoria
131055,UHF42,401,Long Island City - Astoria
131296,UHF42,402,West Queens
131056,UHF42,402,West Queens
131297,UHF42,403,Flushing - Clearview
131057,UHF42,403,Flushing - Clearview
131298,UHF42,404,Bayside - Little Neck
131058,UHF42,404,Bayside - Little Neck
131299,UHF42,405,Ridgewood - Forest Hills
131059,UHF42,405,Ridgewood - Forest Hills
131300,UHF42,406,Fresh Meadows
131060,UHF42,406,Fresh Meadows
131301,UHF42,407,Southwest Queens
131061,UHF42,407,Southwest Queens
131302,UHF42,408,Jamaica
131062,UHF42,408,Jamaica
131303,UHF42,409,Southeast Queens
131063,UHF42,409,Southeast Queens
131304,UHF42,410,Rockaways
131064,UHF42,410,Rockaways
131305,UHF42,501,Port Richmond
131065,UHF42,501,Port Richmond
131306,UHF42,502,Stapleton - St. George
131066,UHF42,502,Stapleton - St. George
131307,UHF42,503,Willowbrook
131067,UHF42,503,Willowbrook
131308,UHF42,504,South Beach - Tottenville
131068,UHF42,504,South Beach - Tottenville
151479,UHF42,101,Kingsbridge - Riverdale
151431,UHF42,101,Kingsbridge - Riverdale
151480,UHF42,102,Northeast Bronx
151432,UHF42,102,Northeast Bronx
151481,UHF42,103,Fordham - Bronx Pk
151433,UHF42,103,Fordham - Bronx Pk
151482,UHF42,104,Pelham - Throgs Neck
151434,UHF42,104,Pelham - Throgs Neck
151483,UHF42,105,Crotona -Tremont
151435,UHF42,105,Crotona -Tremont
151484,UHF42,106,High Bridge - Morrisania
151436,UHF42,106,High Bridge - Morrisania
151485,UHF42,107,Hunts Point - Mott Haven
151437,UHF42,107,Hunts Point - Mott Haven
151486,UHF42,201,Greenpoint
151438,UHF42,201,Greenpoint
151487,UHF42,202,Downtown - Heights - Slope
151439,UHF42,202,Downtown - Heights - Slope
151488,UHF42,203,Bedford Stuyvesant - Crown Heights
151440,UHF42,203,Bedford Stuyvesant - Crown Heights
151489,UHF42,204,East New York
151441,UHF42,204,East New York
151490,UHF42,205,Sunset Park
151442,UHF42,205,Sunset Park
151491,UHF42,206,Borough Park
151443,UHF42,206,Borough Park
151492,UHF42,207,East Flatbush - Flatbush
151444,UHF42,207,East Flatbush - Flatbush
151493,UHF42,208,Canarsie - Flatlands
151445,UHF42,208,Canarsie - Flatlands
151494,UHF42,209,Bensonhurst - Bay Ridge
151446,UHF42,209,Bensonhurst - Bay Ridge
151495,UHF42,210,Coney Island - Sheepshead Bay
151447,UHF42,210,Coney Island - Sheepshead Bay
151496,UHF42,211,Williamsburg - Bushwick
151448,UHF42,211,Williamsburg - Bushwick
151497,UHF42,301,Washington Heights
151449,UHF42,301,Washington Heights
151498,UHF42,302,Central Harlem - Morningside Heights
151450,UHF42,302,Central Harlem - Morningside Heights
151499,UHF42,303,East Harlem
151451,UHF42,303,East Harlem
151500,UHF42,304,Upper West Side
151452,UHF42,304,Upper West Side
151501,UHF42,305,Upper East Side
151453,UHF42,305,Upper East Side
151502,UHF42,306,Chelsea - Clinton
151454,UHF42,306,Chelsea - Clinton
151503,UHF42,307,Gramercy Park - Murray Hill
151455,UHF42,307,Gramercy Park - Murray Hill
151504,UHF42,308,Greenwich Village - SoHo
151456,UHF42,308,Greenwich Village - SoHo
151505,UHF42,309,Union Square - Lower East Side
151457,UHF42,309,Union Square - Lower East Side
151506,UHF42,310,Lower Manhattan
151458,UHF42,310,Lower Manhattan
151507,UHF42,401,Long Island City - Astoria
151459,UHF42,401,Long Island City - Astoria
151508,UHF42,402,West Queens
151460,UHF42,402,West Queens
151509,UHF42,403,Flushing - Clearview
151461,UHF42,403,Flushing - Clearview
151510,UHF42,404,Bayside - Little Neck
151462,UHF42,404,Bayside - Little Neck
151511,UHF42,405,Ridgewood - Forest Hills
151463,UHF42,405,Ridgewood - Forest Hills
151512,UHF42,406,Fresh Meadows
151464,UHF42,406,Fresh Meadows
151513,UHF42,407,Southwest Queens
151465,UHF42,407,Southwest Queens
151514,UHF42,408,Jamaica
151466,UHF42,408,Jamaica
151515,UHF42,409,Southeast Queens
151467,UHF42,409,Southeast Queens
151516,UHF42,410,Rockaways
151468,UHF42,410,Rockaways
151517,UHF42,501,Port Richmond
151469,UHF42,501,Port Richmond
151518,UHF42,502,Stapleton - St. George
151470,UHF42,502,Stapleton - St. George
151519,UHF42,503,Willowbrook
151471,UHF42,503,Willowbrook
151520,UHF42,504,South Beach - Tottenville
151472,UHF42,504,South Beach - Tottenville
131358,Borough,1,Bronx
131166,Borough,1,Bronx
131359,Borough,2,Brooklyn
131167,Borough,2,Brooklyn
131360,Borough,3,Manhattan
131168,Borough,3,Manhattan
131361,Borough,4,Queens
131169,Borough,4,Queens
131362,Borough,5,Staten Island
131170,Borough,5,Staten Island
151618,Borough,1,Bronx
151570,Borough,1,Bronx
151619,Borough,2,Brooklyn
151571,Borough,2,Brooklyn
151620,Borough,3,Manhattan
151572,Borough,3,Manhattan
151621,Borough,4,Queens
151573,Borough,4,Queens
151622,Borough,5,Staten Island
151574,Borough,5,Staten Island
131357,Citywide,1,New York City
131165,Citywide,1,New York City
151617,Citywide,1,New York City
151569,Citywide,1,New York City
131315,UHF42,101,Kingsbridge - Riverdale
131123,UHF42,101,Kingsbridge - Riverdale
131316,UHF42,102,Northeast Bronx
131124,UHF42,102,Northeast Bronx
131317,UHF42,103,Fordham - Bronx Pk
131125,UHF42,103,Fordham - Bronx Pk
131318,UHF42,104,Pelham - Throgs Neck
131126,UHF42,104,Pelham - Throgs Neck
131319,UHF42,105,Crotona -Tremont
131127,UHF42,105,Crotona -Tremont
131320,UHF42,106,High Bridge - Morrisania
131128,UHF42,106,High Bridge - Morrisania
131321,UHF42,107,Hunts Point - Mott Haven
131129,UHF42,107,Hunts Point - Mott Haven
131322,UHF42,201,Greenpoint
131130,UHF42,201,Greenpoint
131323,UHF42,202,Downtown - Heights - Slope
131131,UHF42,202,Downtown - Heights - Slope
131324,UHF42,203,Bedford Stuyvesant - Crown Heights
131132,UHF42,203,Bedford Stuyvesant - Crown Heights
131325,UHF42,204,East New York
131133,UHF42,204,East New York
131326,UHF42,205,Sunset Park
131134,UHF42,205,Sunset Park
131327,UHF42,206,Borough Park
131135,UHF42,206,Borough Park
131328,UHF42,207,East Flatbush - Flatbush
131136,UHF42,207,East Flatbush - Flatbush
131329,UHF42,208,Canarsie - Flatlands
131137,UHF42,208,Canarsie - Flatlands
131330,UHF42,209,Bensonhurst - Bay Ridge
131138,UHF42,209,Bensonhurst - Bay Ridge
131331,UHF42,210,Coney Island - Sheepshead Bay
131139,UHF42,210,Coney Island - Sheepshead Bay
131332,UHF42,211,Williamsburg - Bushwick
131140,UHF42,211,Williamsburg - Bushwick
131333,UHF42,301,Washington Heights
131141,UHF42,301,Washington Heights
131334,UHF42,302,Central Harlem - Morningside Heights
131142,UHF42,302,Central Harlem - Morningside Heights
131335,UHF42,303,East Harlem
131143,UHF42,303,East Harlem
131336,UHF42,304,Upper West Side
131144,UHF42,304,Upper West Side
131337,UHF42,305,Upper East Side
131145,UHF42,305,Upper East Side
131338,UHF42,306,Chelsea - Clinton
131146,UHF42,306,Chelsea - Clinton
131339,UHF42,307,Gramercy Park - Murray Hill
131147,UHF42,307,Gramercy Park - Murray Hill
131340,UHF42,308,Greenwich Village - SoHo
131148,UHF42,308,Greenwich Village - SoHo
131341,UHF42,309,Union Square - Lower East Side
131149,UHF42,309,Union Square - Lower East Side
131342,UHF42,310,Lower Manhattan
131150,UHF42,310,Lower Manhattan
131343,UHF42,401,Long Island City - Astoria
131151,UHF42,401,Long Island City - Astoria
131344,UHF42,402,West Queens
131152,UHF42,402,West Queens
131345,UHF42,403,Flushing - Clearview
131153,UHF42,403,Flushing - Clearview
131346,UHF42,404,Bayside - Little Neck
131154,UHF42,404,Bayside - Little Neck
131347,UHF42,405,Ridgewood - Forest Hills
131155,UHF42,405,Ridgewood - Forest Hills
131348,UHF42,406,Fresh Meadows
131156,UHF42,406,Fresh Meadows
131349,UHF42,407,Southwest Queens
131157,UHF42,407,Southwest Queens
131350,UHF42,408,Jamaica
131158,UHF42,408,Jamaica
131351,UHF42,409,Southeast Queens
131159,UHF42,409,Southeast Queens
131352,UHF42,410,Rockaways
131160,UHF42,410,Rockaways
131353,UHF42,501,Port Richmond
131161,UHF42,501,Port Richmond
131354,UHF42,502,Stapleton - St. George
131162,UHF42,502,Stapleton - St. George
131355,UHF42,503,Willowbrook
131163,UHF42,503,Willowbrook
131356,UHF42,504,South Beach - Tottenville
131164,UHF42,504,South Beach - Tottenville
151575,UHF42,101,Kingsbridge - Riverdale
151527,UHF42,101,Kingsbridge - Riverdale
